text;vote1;vote2;vote3;final_vote
I have no videos or pictures on my phone so you know I was having a time. My knees are also going to scream tomorrow;8;8;-1;8
or me, for Aunt Penelope must have her dinner to the;7;7;-1;7
I have a pt I helped in my thoughts today. They had an appt and called my department after it to see what bills they had and paid them all while crying... healthcare... sigh;0;0;-1;0
I'm craving coffee so bad;4;4;-1;4
I love texting my friend that has a baby because she replies me like it's the baby talking;0;0;-1;0
I was discussing about 'X' on a supposedly encrypted WhatsApp call I get on instagram 30 minutes later and I see an ad about 'X';0;0;-1;0
My dad took some of the brussel sprouts I made last night to work. I'm a proud daughter;0;0;-1;0
skated to the bar last night & did a sw front shuv to show off...ankles feeling it this morning but at least i got some digits;0;0;-1;0
I got a few hours before I go to school I'm gonna play omori to see if it's good;5;5;-1;5
can't wait for my banana slippers to arrive;8;8;-1;8
I accidentally turned on the school showers and had to mop it all up my hair was bloody soaking;0;0;-1;0
Good morning it's time to secure that;0;0;-1;0
What in the intovert am I these days. I don't blame people for mistaking me as an introvert because I do question if I am still an extrovert I feel extroverted still but what is going on;0;0;-1;0
Been a min since I sat down at some keys and wrote a song. Ima try and do that today.;7;7;-1;7
At the end of the day, be the better person.;0;0;-1;0
today is going to be awful at work since we gotta get caught up from friday send tots and pears;7;7;-1;7
almost just sent someone the message 'happy birthday! hope you have a greasy day!';0;0;-1;0
I swear my dog knows when I'm doing a phone interview and decides then that he must play with all his squeaker toys;0;0;-1;0
Laying her head down on the reader's lap because she's still tired from last night. It was a great show!;0;0;-1;0
Oops, forgot my "I care" face at home today ;0;0;-1;0
Ugh going to have to hear about the Draymond suspension all day and talk shows and radio. Who cares;7;7;-1;7
I have ideas for fanarts... projecting my loneliness without these days....but idk...I feel like I'm in a "I don't want to draw anything" moment. ;0;0;-1;0
gonna do my arms workout tmrw after fasting all day if i have enough energy then;8;8;-1;8
Was excited to get a new keyboard and mouse at work today, if you want a gauge of where my life is right now.;0;0;-1;0
during class i was looking at my teacher's phone and he has twitter... going priv;0;0;-1;0
i'm insanely tired but let's get the morning walk ig;5;5;-1;5
sending out beats all day! hmu if you need some;7;7;-1;7
finally im done w/ all my reqs na;0;0;-1;0
I have to leave for work in twenty minutes and I'm still in bed;4;4;-1;4
Good morning everyone. I hope you have a great Monday, and if you hate Mondays I hope it goes by fast for you.;7;7;-1;7
SMILING SO HARD RIGHT NOW I NEEDED SOME OF THAT JOONOTONIN.;2;2;-1;2
i have absolutely no desire to do work today;7;7;-1;7
at the riverfront in the car listening to sad music in a rainy weather is what i needed;5;5;-1;5
I'll come back here for the teaser I ain't strong enough;0;0;-1;0
Bj still sleeping kam off to school I guess I'll do some cleaning;5;5;-1;5
It's too early let me stop quoting lyrics lol;0;0;-1;0
gaslighting myself into thinking better days are coming;0;0;-1;0
Physically, I'm quiet. Mentally my mind is wandering thinking abt 1,000 things at once.;0;0;-1;0
Work all week and Weeknd getting my hair done Sunday getting my Locs back;9;9;-1;9
I gotta check the fluids, get this side piece put back on, get gas, new windshield wipers and two new tires for my truck today. Please pray for my sanity today. Filling the tank up 9 alone.;7;7;-1;7
feel like I done got onnat honey pack;0;0;-1;0
Ok so first day at a gym again, idk how to use any of the machines so I'll just be doing the steps and weights lol;5;5;-1;5
My grandma funeral is today. We get to celebrate her . Life is still good.;7;7;-1;7
Was supposed to get a massage tomorrow but I got sunburnt on Monday and it's still bad;8;8;-1;8
one of my meetings was cancelled so I managed to bash out 2 blog posts instead wooo;0;0;-1;0
It's only Tuesday & I'm already waiting on the weekend;9;9;-1;9
I got my oil changed yesterday and now my speedometer is in kilometers per hour which made for a very confusing morning before I realized what was going on;0;0;-1;0
my boyfriend woke up late for work... Hopefully the rest of his day goes better than this;7;7;-1;7
If we turn up today like we did against Brighton I'm not even exaggerating we lose 8-0;7;7;-1;7
Kind of want to stream today, but also I need to work on my car's brakes so, it's really anyone's guess what happens;7;7;-1;7
i have another math exam on friday and i REEALLLYYY need to study so if you see me active on twitter pls yell at me;9;9;-1;9
I'm just retweeting anything that has hwasa rapper on it;0;0;-1;0
today should be a better day i made sure my wheelchairs seat was put on correctly;7;7;-1;7
today will be a great day ! i got my coffee my hashbrowns and my pocky;7;7;-1;7
me and u under the rain using a red and blue Ind0maret's raincoat. laughing at each other as we walked into the camp area. such a sweet moment for me sksksksk :);0;0;-1;0
i got my blick out , i'll pull up , hop out BOOOM;0;0;-1;0
at the end of the day you gotta know everybody out for they self.;0;0;-1;0
So today, I did this thing called reciprocity and got to experience someone's true self for the first time. Now, I kinda wish I did that earlier. ;0;0;-1;0
I just know that Joon was in his room writing up the most intricate questions to ask Yoongi on suchwita;0;0;-1;0
I'm going slightly mad :);0;0;-1;0
I'm so excited to get my toes done tomorrow been neglecting my dawgs;8;8;-1;8
Happy Tuesday hope y'all have a great day;7;7;-1;7
spent the weekend on holiday for my dad's birthday, so now i need to ve myself until i feel skinny ;0;0;-1;0
Someone please make me get out of bed and go to the post office Why do i need to do things when bed cozy;4;4;-1;4
i'll be starting to post updates tomorrow !!;8;8;-1;8
Guys how do i act now. like we kissed yeah but we r just still best friends and we are seeing each other today;7;7;-1;7
enjoy an evening learning to make videos with AI, interesting topic..;0;0;-1;0
my teacher last hour completed how i can type with one had;0;0;-1;0
I cracked my back so hard during the lunch break that I almost felt like my soul was leaving my body.;0;0;-1;0
Thinking ab ignoring this whole situation cuz I feel just can't yet bich how am I gonna ignore it;0;0;-1;0
My goal today is to not watch the news or even read it I'm burnt-out;7;7;-1;7
I'm going to dinner last night or morning I should find time to breath.;7;7;-1;7
Some day's can be very difficult, with major changes, try to stay strong! ;7;7;-1;7
i'm an hour late bcs i bought iced coffee with my friends;0;0;-1;0
My uncle really had me looking very much lost in Lowe's this morning.;0;0;-1;0
Not sure what to post.. I feel like I keep being repetitive. So please gimme some ideas!;4;4;-1;4
Completely blanked and forgot my Affiliate Anniversary is the 23rd.... this Sunday. I don't have anything prepared, and I've been depressed af. for once, I don't have a bunch of surprises ready.;9;9;-1;9
she'll sleep all day if I allow her too!;0;0;-1;0
talked abt unhealthy coping and defense mechanisms in my counseling 101 class today.. it was like playing bingo and winning;0;0;-1;0
i'm sick of getting up for work;0;0;-1;0
Seeing the family group chat makes me sad i should be there this friday :(;9;9;-1;9
I rewatched fish upon the sky earlier, I missed Pi and Kitty Gang. Glad to see some of my loves again.;0;0;-1;0
I'm just in the mood to go home and write. Been day dreaming about the last chapter of Stage Heart all day;7;7;-1;7
Launch postponed. Going through wet dress rehearsal instead. Might still try launch later today but sounds like not.;7;7;-1;7
okay, i believe it's time to binge watch fast and furious!;7;7;-1;7
Today's gonna be a good day;7;7;-1;7
I know somewhere today a Zimbabwean family is having a bbq because we don't waste time;0;0;-1;0
The urge to disappear and isolate myself is strong today so i probably won't be around much;7;7;-1;7
absolutely dreading core day today i know i'm gonna end up enjoying myself but i'm still feeling kinda sleepy and i go in like an hour;5;5;-1;5
I'm tired of watching Draymond Green play basketball;0;0;-1;0
I'm about to get the best sleep in the world right now;7;7;-1;7
ive been threatening myself too much i should calm down so my friends wont be so worried;0;0;-1;0
I like a lie prone on the glass flies, the prospect one be bright, but can't find the way out.;0;0;-1;0
seriously need to chilll any tips;0;0;-1;0
Am determined to sleep tonight so I'll be doing cardio between calls all day long until I'm exhausted;7;7;-1;7
I might get too comfortable but everything's alright;0;0;-1;0
Wanting to rest.... where's my hommeeeee &lt 3;7;7;-1;7
Just had soup and toast for breakfast. Now I'm gonna have toast for lunch!;6;6;-1;6
Ok. I think I've done enough work for today.;0;0;-1;0
Today's gonna be a great day;7;7;-1;7
I really hope I can make it thru till 2 o'clock;6;6;-1;6
After fasting now una go don forget, he'll come back and you guys will be kiking with him on the TL;0;0;-1;0
If I survive Today I'm truly goated;7;7;-1;7
I cut my finger chopping cheese, but I think that I may have grater problems.;0;0;-1;0
I would eat some good pasta rn;4;4;-1;4
no energy to talk much, i preserved it for playing rov kub;7;7;-1;7
YOU SAID IT WAS OVER BUT YOUR CLOTHES SAY DIFFERENT ON MY BEDROOM FLOOR;0;0;-1;0
It's way too early on a Monday to be trying to socialize with me.;0;0;-1;0
But I'm here right now, right now Just sitting in a cloud, oh wow;0;0;-1;0
Somebody posts a 'lets have a good morning' and here y'all come with the negativity, man have a blessed day everybody ;7;7;-1;7
See you have a walk with pride, afraid of other people don't know that you are the airport, please.;0;0;-1;0
i am eating choc cake .. and 1 part of teh cake is hardened . not cool and i do noot like it;3;3;-1;3
my mum came to my work & bought me lunch. love her;0;0;-1;0
weekend was mad busy yet got nothing accomplished;0;0;-1;0
cheery crumpet were still things to be avoided. He thu;0;0;-1;0
Goodmorning, Happy Monday & BUST A NUT!! then go get some money. ;7;7;-1;7
ABOUT TO TAKE MY EXAM ILL BE BACK IN LIKE SEVEN HOURS BYE;7;7;-1;7
